ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	PARTIAL	PARTIAL_IDS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
875	Zhoucheng	water	ɕyj₃₃	ɕ y j ³³	172	a	270	204 1047 570 1161	948	sout2730
876	Jinxing	water	ɕyj₃₃	ɕ y j ³³	172	a	270	204 1047 570 1161	948	cent2004
877	Tuolo	water	ɕyj₃₃	ɕ y j ³³	172	a	270	204 1047 570 1161	948	nort2724
878	Enqi	water	ɕyj₂₂	ɕ y j ²²	172	a	270	204 1047 570 1150	948	nort2724
879	Ega	water	ɕyj₂₂	ɕ y j ²²	172	a	270	204 1047 570 1150	948	nort2724
880	Gongxing	we	ʁaŋ₂₄	ʁ a ŋ ²⁴	173	g	271	739 997 801 1156	1212	nort2724
881	Jinman	we	ɲa₂₁t͡ʂɚ₂₂	ɲ a ²¹ + ʈʂ ə˞ ²²	175	af	272 273	595 997 1152 699 1026 1150	1212	nort2724
882	Mazhelong	we	ŋa₅₅xo₃₃	ŋ a ⁵⁵ + x o ³³	176	ab	272 274	801 997 1189 778 887 1161	1212	sout2730
883	Dashi	we	ɲã₅₅	ɲ ã ⁵⁵	174	a	272	595 1014 1189	1212	cent2004
884	Zhoucheng	we	ɲa₅₅	ɲ a ⁵⁵	174	a	272	595 997 1189	1212	sout2730
885	Jinxing	we	jɑ̃₅₅	j ɑ̃ ⁵⁵	174	a	272	570 951 1189	1212	cent2004
886	Tuolo	we	a₅₅ŋɔ₂₁	a ⁵⁵ + ŋ ɔ ²¹	177	ca	275 272	997 1189 801 916 1152	1212	nort2724
887	Enqi	we	a₅₅ʁo₂₁	a ⁵⁵ + ʁ o ²¹	178	cd	275 276	997 1189 739 887 1152	1212	nort2724
888	Ega	we	ɲo₂₁ɣo₂₂	ɲ o ²¹ + ɣ o ²²	176	ab	272 274	595 887 1152 780 887 1150	1212	nort2724
889	Gongxing	we	ŋa₄₂xõ₂₂	ŋ a ⁴² + x õ ²²	176	ab	272 274	801 997 1175 778 883 1150	1212	nort2724
890	Jinman	we	mi₅₅	m i ⁵⁵	174	a	272	241 1076 1189	1212	nort2724
891	Jinxing	we	ŋɑ₅₅	ŋ ɑ ⁵⁵	174	a	272	801 952 1189	1212	cent2004
892	Tuolo	we	we₅₅	w e ⁵⁵	179	e	277	462 1089 1189	1212	nort2724
893	Enqi	we	wi₂₄ʦɿ₂₁	w i ²⁴ + ts ɿ ²¹	180	ef	277 273	462 1076 1156 15 945 1152	1212	nort2724
894	Ega	we	ŋwi₅₅	ŋ w i ⁵⁵	174	a	272	801 462 1076 1189	1212	nort2724
895	Gongxing	what	a₅₅qʰa₅₅	a ⁵⁵ + qʰ a ⁵⁵	181	ab	278 279	997 1189 759 997 1189	1236	nort2724
896	Jinman	what	a₅₅xã₄₂	a ⁵⁵ + x ã ⁴²	181	ab	278 279	997 1189 778 1014 1175	1236	nort2724
897	Mazhelong	what	a₅₅se₅₅	a ⁵⁵ + s e ⁵⁵	182	ac	278 280	997 1189 89 1089 1189	1236	sout2730
898	Dashi	what	ɚ₅₅xɚ₄₂	ə˞ ⁵⁵ + x ə˞ ⁴²	181	ab	278 279	1026 1189 778 1026 1175	1236	cent2004
899	Zhoucheng	what	xa₃₁le₃₁	x a ³¹ + l e ³¹	183	bd	279 281	778 997 1162 554 1089 1162	1236	sout2730
900	Jinxing	what	ɑ₅₅xan₃₁	ɑ ⁵⁵ + x a n ³¹	181	ab	278 279	952 1189 778 997 107 1162	1236	cent2004
901	Tuolo	what	a₅₅haŋ₂₁	a ⁵⁵ + h a ŋ ²¹	181	ab	278 279	997 1189 405 997 801 1152	1236	nort2724
902	Enqi	what	a₅₅χa₅₅	a ⁵⁵ + χ a ⁵⁵	181	ab	278 279	997 1189 748 997 1189	1236	nort2724
903	Ega	what	a₅₅xa₄₂	a ⁵⁵ + x a ⁴²	181	ab	278 279	997 1189 778 997 1175	1236	nort2724
904	Gongxing	white	bæ₂₁	b æ ²¹	184	a	282	257 1087 1152	1335	nort2724
905	Jinman	white	pa₄₂	p a ⁴²	184	a	282	291 997 1175	1335	nort2724
906	Mazhelong	white	pʰɚ₄₂	pʰ ə˞ ⁴²	184	a	282	264 1026 1175	1335	sout2730
907	Dashi	white	pɚ₄₂	p ə˞ ⁴²	184	a	282	291 1026 1175	1335	cent2004
908	Zhoucheng	white	pɛ₄₂	p ɛ ⁴²	184	a	282	291 1121 1175	1335	sout2730
909	Jinxing	white	pa₄₂	p a ⁴²	184	a	282	291 997 1175	1335	cent2004
910	Tuolo	white	ba₄₂	b a ⁴²	184	a	282	257 997 1175	1335	nort2724
911	Enqi	white	pa₂₁	p a ²¹	184	a	282	291 997 1152	1335	nort2724
912	Ega	white	pa₄₂	p a ⁴²	184	a	282	291 997 1175	1335	nort2724
913	Gongxing	who	a₂₂ma₅₅bu₂₂ɲǝn₂₄	a ²² + m a ⁵⁵ + b u ²² + ɲ ə n ²⁴	186	abde	283 284 285 286	997 1150 241 997 1189 257 868 1150 595 1022 107 1156	1235	nort2724
914	Jinman	who	a₅₅ma₅₅	a ⁵⁵ + m a ⁵⁵	185	ab	283 284	997 1189 241 997 1189	1235	nort2724
915	Mazhelong	who	a₅₅to₃₃	a ⁵⁵ + t o ³³	188	ac	283 287	997 1189 120 887 1161	1235	sout2730
916	Dashi	who	a₅₅ma₃₃tjɯ₃₁	a ⁵⁵ + m a ³³ + t j ɯ ³¹	187	abc	283 284 287	997 1189 241 997 1161 120 570 944 1162	1235	cent2004
917	Zhoucheng	who	a₅₅ɲi₂₁	a ⁵⁵ + ɲ i ²¹	189	ag	283 288	997 1189 595 1076 1152	1235	sout2730
918	Jinxing	who	ɑ₃₁tow₃₁	ɑ ³¹ + t o w ³¹	188	ac	283 287	952 1162 120 887 462 1162	1235	cent2004
919	Tuolo	who	a₂₁do₃₅	a ²¹ + d o ³⁵	188	ac	283 287	997 1152 145 887 1165	1235	nort2724
920	Enqi	who	a₄₃to₂₁	a ⁴³ + t o ²¹	188	ac	283 287	997 1176 120 887 1152	1235	nort2724
921	Ega	who	a₅₅to₂₁	a ⁵⁵ + t o ²¹	188	ac	283 287	997 1189 120 887 1152	1235	nort2724
922	Jinxing	who	ɑ₅₅nɑ̃₄₄jen₂₁	ɑ ⁵⁵ + n ɑ̃ ⁴⁴ + j e n ²¹	190	afe	283 289 286	952 1189 107 951 1178 570 1089 107 1152	1235	cent2004
1002	Gongxing	wind	ʨwen₅₅	tɕ w e n ⁵⁵	211	a	307	200 462 1089 107 1189	960	nort2724
1003	Jinman	wind	ʨyj₅₅	tɕ y j ⁵⁵	211	a	307	200 1047 570 1189	960	nort2724
1004	Mazhelong	wind	pjen₅₅	p j e n ⁵⁵	211	a	307	291 570 1089 107 1189	960	sout2730
1005	Dashi	wind	pjɛ̃₃₅	p j ɛ̃ ³⁵	211	a	307	291 570 1123 1165	960	cent2004
1006	Zhoucheng	wind	pi₃₅	p i ³⁵	211	a	307	291 1076 1165	960	sout2730
1007	Jinxing	wind	pi₅₅	p i ⁵⁵	211	a	307	291 1076 1189	960	cent2004
1008	Tuolo	wind	ʨwen₅₅	tɕ w e n ⁵⁵	211	a	307	200 462 1089 107 1189	960	nort2724
1009	Enqi	wind	ʦwɛ₂₄	ts w ɛ ²⁴	211	a	307	15 462 1121 1156	960	nort2724
1010	Ega	wind	ʨyj₅₅	tɕ y j ⁵⁵	211	a	307	200 1047 570 1189	960	nort2724
923	Jinman	woman	ɲu₂₂ɲi₂₁ʦi₂₂	ɲ u ²² + ɲ i ²¹ + ts i ²²	193	aed	290 291 292	595 868 1150 595 1076 1152 15 1076 1150	962	nort2724
924	Mazhelong	woman	ɲõ₃₃ɲĩ₂₁	ɲ õ ³³ + ɲ ĩ ²¹	197	ce	293 291	595 883 1161 595 1078 1152	962	sout2730
925	Dashi	woman	jũ₃₃lã₄₂	j ũ ³³ + l ã ⁴²	195	ab	290 294	570 866 1161 554 1014 1175	962	cent2004
926	Zhoucheng	woman	ɲɤ₃₃	ɲ ɤ ³³	192	a	290	595 947 1161	962	sout2730
927	Jinxing	woman	jɤ̃₃₃jen₂₁jen₂₁	j ɤ̃ ³³ + j e n ²¹ + j e n ²¹	196	aff	290 295 295	570 948 1161 570 1089 107 1152 570 1089 107 1152	962	cent2004
928	Tuolo	woman	jen₃₅hoŋ₅₅mo₃₃	j e n ³⁵ + h o ŋ ⁵⁵ + m o ³³	198	fgh	295 296 297	570 1089 107 1165 405 887 801 1189 241 887 1161	962	nort2724
929	Ega	woman	ɲyj₂₂ʦi₂₂	ɲ y j ²² + ts i ²²	194	ad	290 292	595 1047 570 1150 15 1076 1150	962	nort2724
1011	Gongxing	worm	ʣwa₁₂	dz w a ¹²	212	a	308	20 462 997 1167	1219	nort2724
1012	Jinman	worm	ʨu₂₁	tɕ u ²¹	212	a	308	200 868 1152	1219	nort2724
1013	Mazhelong	worm	ʣõ₂₁	dz õ ²¹	212	a	308	20 883 1152	1219	sout2730
1014	Dashi	worm	t͡ʂo₂₁	ʈʂ o ²¹	212	a	308	699 887 1152	1219	cent2004
1015	Zhoucheng	worm	ʦɤ₂₁	ts ɤ ²¹	212	a	308	15 947 1152	1219	sout2730
1016	Jinxing	worm	ʦɤ₂₁	ts ɤ ²¹	212	a	308	15 947 1152	1219	cent2004
1017	Tuolo	worm	ʐɤ₃₅	ʐ ɤ ³⁵	212	a	308	706 947 1165	1219	nort2724
1018	Enqi	worm	ʨo₂₁	tɕ o ²¹	212	a	308	200 887 1152	1219	nort2724
1019	Ega	worm	ʨu₂₁	tɕ u ²¹	212	a	308	200 868 1152	1219	nort2724
1020	Gongxing	year	swa₂₄	s w a ²⁴	213	a	309	89 462 997 1156	1226	nort2724
1021	Jinman	year	swa₅₅	s w a ⁵⁵	213	a	309	89 462 997 1189	1226	nort2724
1022	Mazhelong	year	swa₄₄	s w a ⁴⁴	213	a	309	89 462 997 1178	1226	sout2730
1023	Dashi	year	sʰwa₄₄	sʰ w a ⁴⁴	213	a	309	71 462 997 1178	1226	cent2004
1024	Zhoucheng	year	swa₄₄	s w a ⁴⁴	213	a	309	89 462 997 1178	1226	sout2730
1025	Jinxing	year	swɑ₄₄	s w ɑ ⁴⁴	213	a	309	89 462 952 1178	1226	cent2004
1026	Tuolo	year	swɔ₄₂	s w ɔ ⁴²	213	a	309	89 462 916 1175	1226	nort2724
1027	Enqi	year	swa₅₅	s w a ⁵⁵	213	a	309	89 462 997 1189	1226	nort2724
1028	Ega	year	swa₄₄	s w a ⁴⁴	213	a	309	89 462 997 1178	1226	nort2724
930	Gongxing	yellow	ʁaŋ₁₂	ʁ a ŋ ¹²	199	a	298	739 997 801 1167	1424	nort2724
931	Jinman	yellow	õ₂₁	õ ²¹	199	a	298	883 1152	1424	nort2724
932	Mazhelong	yellow	ɣoŋ₂₁	ɣ o ŋ ²¹	199	a	298	780 887 801 1152	1424	sout2730
933	Dashi	yellow	wɤ̃₂₁	w ɤ̃ ²¹	199	a	298	462 948 1152	1424	cent2004
934	Zhoucheng	yellow	ŋɤ₂₁	ŋ ɤ ²¹	199	a	298	801 947 1152	1424	sout2730
935	Jinxing	yellow	ɤ̃₂₁	ɤ̃ ²¹	199	a	298	948 1152	1424	cent2004
936	Tuolo	yellow	ŋoŋ₃₅	ŋ o ŋ ³⁵	199	a	298	801 887 801 1165	1424	nort2724
937	Enqi	yellow	ʁo₂₁	ʁ o ²¹	199	a	298	739 887 1152	1424	nort2724
938	Ega	yellow	ŋõ₂₁	ŋ õ ²¹	199	a	298	801 883 1152	1424	nort2724
