# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	ALIGNMENT	STRUCTURE	PATTERNS
775	Danish	snake	106	slɑŋə	s l ɑ ŋ ə	173	s l ɑ ŋ - ə	c c c c c	249-1/s 269-2/l 28-2/ɑ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n
776	Swedish	snake	106	orːm	o rː m	174	o rː m	c c c	142-2/ʌ 297-3/- 157-14/m 0/n 0/n 0/n
777	Icelandic	snake	106	st͡lauŋka	s t͡l au ŋ k a	173	s t͡l au ŋ k a	c c c c c c	249-1/s 269-2/l 28-2/ɑ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
778	Dutch	snake	106	slɑŋ	s l ɑ ŋ	173	s l ɑ ŋ - -	c c c c	249-1/s 269-2/l 28-2/ɑ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n
779	Norwegian	snake	106	ɔɾm	ɔ ɾ m	174	ɔ ɾ m	c c c	142-2/ʌ 297-3/- 157-14/m 0/n 0/n
780	Norwegian	snake	106	ʃlɑŋə	ʃ l ɑ ŋ ə	173	ʃ l ɑ ŋ - ə	c c c c c	249-1/s 269-2/l 28-2/ɑ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n
#
572	German	stand (V)	79	ʃteːən	ʃ t eːə n	125	ʃ t eːə n - -	c c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n 0/n 0/n
573	English	stand (V)	79	stænd	s t æ n d	125	s t æ n d -	c c c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n
574	Danish	stand (V)	79	sdɔˀ	s d ɔˀ	125	s d ɔˀ - - -	c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n 0/n
575	Swedish	stand (V)	79	stoː	s t oː	125	s t oː - - -	c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n 0/n
576	Icelandic	stand (V)	79	stanta	s t a n t a	125	s t a n t a	c c c c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n
577	Dutch	stand (V)	79	staːn	s t aː n	125	s t aː n - -	c c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n 0/n
578	Norwegian	stand (V)	79	stoː	s t oː	125	s t oː - - -	c c c	148-2/s 171-6/d 166-1/ɔˀ 138-1/- 12-1/- 122-3/- 0/n 0/n 0/n 0/n 0/n 0/n
#
579	German	star	80	ʃtɛrn	ʃ t ɛ r n	126	ʃ t - ɛ r n -	c c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n
580	English	star	80	stɑːr	s t ɑː r	126	s t - ɑː r - -	c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n 0/n
581	Danish	star	80	sdjæʁnə	s d j æ ʁ n ə	126	s d j æ ʁ n ə	c c c c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n
582	Swedish	star	80	ɧɛːrna	ɧ ɛː r n a	126	ɧ - - ɛː r n a	c c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n 0/n
583	Icelandic	star	80	stjart͡na	s t j a r t͡n a	126	s t j a r t͡n a	c c c c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
584	Dutch	star	80	stɛr	s t ɛ r	126	s t - ɛ r - -	c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n
585	Norwegian	star	80	stjæːɳə	s t j æː ɳ ə	126	s t j æː - ɳ ə	c c c c c c	130-7/s 104-1/d 237-2/j 186-1/æ 100-1/ʁ 215-2/n 127-2/ə 0/n 0/n 0/n 0/n 0/n 0/n 0/n
#
586	German	stone	81	ʃtain	ʃ t ai n	127	ʃ t ai - n	c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n 0/n
587	English	stone	81	stəʊn	s t əʊ n	127	s t əʊ - n	c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n 0/n
588	Danish	stone	81	sdeˀn	s d eˀ n	127	s d eˀ - n	c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n 0/n
589	Swedish	stone	81	steːn	s t eː n	127	s t eː - n	c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n 0/n
590	Icelandic	stone	81	steit͡n	s t ei t͡n	127	s t ei t͡n -	c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
591	Dutch	stone	81	steːn	s t eː n	127	s t eː - n	c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n 0/n
592	Norwegian	stone	81	stæjn	s t æ j n	127	s t æ j n	c c c c c	148-2/s 171-6/d 13-2/eˀ 254-1/- 174-1/n 0/n 0/n 0/n 0/n
#
593	German	sun	82	zɔnə	z ɔ n ə	128	z ɔ n ə	c c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n
594	English	sun	82	sʌn	s ʌ n	128	s ʌ n -	c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n
595	Danish	sun	82	soˀl	s oˀ l	128	s oˀ l -	c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n 0/n
596	Swedish	sun	82	soːl	s oː l	128	s oː l -	c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n 0/n
597	Icelandic	sun	82	souːl	s ouː l	128	s ouː l -	c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n 0/n 0/n
598	Dutch	sun	82	zɔn	z ɔ n	128	z ɔ n -	c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n
599	Norwegian	sun	82	suːl	s uː l	128	s uː l -	c c c	239-13/s 58-1/oˀ 259-1/l 220-2/- 0/n 0/n 0/n 0/n
#
600	German	swim (V)	83	ʃvɪmən	ʃ v ɪ m ə n	130	ʃ v ɪ m ə n	c c c c c c	20-3/s 176-1/v 185-1/œ 113-2/m 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
601	English	swim (V)	83	sʋɪm	s ʋ ɪ m	130	s ʋ ɪ m - -	c c c c	20-3/s 176-1/v 185-1/œ 113-2/m 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
602	Danish	swim (V)	83	svœmə	s v œ m ə	130	s v œ m ə -	c c c c c	20-3/s 176-1/v 185-1/œ 113-2/m 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
603	Swedish	swim (V)	83	simːa	s i mː a	130	s - i mː a -	c c c c	20-3/s 176-1/v 185-1/œ 113-2/m 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
604	Icelandic	swim (V)	83	synta	s y n t a	129	s y n t a	c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
605	Dutch	swim (V)	83	zʋɛmə	z ʋ ɛ m ə	130	z ʋ ɛ m ə -	c c c c c	20-3/s 176-1/v 185-1/œ 113-2/m 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
606	Norwegian	swim (V)	83	sʋœmə	s ʋ œ m ə	130	s ʋ œ m ə -	c c c c c	20-3/s 176-1/v 185-1/œ 113-2/m 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
#
607	German	tail	84	ʃvant͡s	ʃ v a n t͡s	131	ʃ v a n t͡s	c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
608	English	tail	84	teɪl	t eɪ l	135	t eɪ l	c c c	0/n 0/n 0/n 0/n 0/n 0/n
609	Danish	tail	84	hæːlə	h æː l ə	132	h æː l ə	c c c c	229-9/h 306-2/æː 44-18/l 234-5/ə 0/n 0/n 0/n 0/n
610	Swedish	tail	84	ɧɛrt	ɧ ɛ r t	134	ɧ - ɛ r t	c c c c	130-7/s 312-2/Ø 224-2/Ø 95-23/ʁ 275-6/ð 0/n 0/n 0/n 0/n
611	Icelandic	tail	84	haːlɪ	h aː l ɪ	132	h aː l ɪ	c c c c	229-9/h 306-2/æː 44-18/l 234-5/ə 0/n 0/n 0/n 0/n
612	Dutch	tail	84	staːrt	s t aː r t	134	s t aː r t	c c c c c	130-7/s 312-2/Ø 224-2/Ø 95-23/ʁ 275-6/ð 0/n 0/n 0/n 0/n 0/n
613	Norwegian	tail	84	hɑːlə	h ɑː l ə	132	h ɑː l ə	c c c c	229-9/h 306-2/æː 44-18/l 234-5/ə 0/n 0/n 0/n 0/n
614	Icelandic	tail	84	skɔʰt	s k ɔʰ t	133	s k ɔʰ t	c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
#
615	German	that	85	jeːnər	j eː n ə r	136	j eː n ə r	c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
616	English	that	85	ðæt	ð æ t	137	ð æ t -	c c c	286-3/d 146-1/e 76-1/- 251-1/- 0/n 0/n 0/n
617	Danish	that	85	de	d e	137	d e - -	c c	286-3/d 146-1/e 76-1/- 251-1/- 0/n 0/n 0/n
618	Swedish	that	85	də	d ə	137	d ə - -	c c	286-3/d 146-1/e 76-1/- 251-1/- 0/n 0/n 0/n
619	Icelandic	that	85	θɛsːɪ	θ ɛ sː ɪ	137	θ ɛ sː ɪ	c c c c	286-3/d 146-1/e 76-1/- 251-1/- 0/n 0/n 0/n 0/n
620	Dutch	that	85	diː	d iː	137	d iː - -	c c	286-3/d 146-1/e 76-1/- 251-1/- 0/n 0/n 0/n 0/n
621	Norwegian	that	85	deː	d eː	137	d eː - -	c c	286-3/d 146-1/e 76-1/- 251-1/- 0/n 0/n 0/n 0/n
622	Danish	that	85	hiˀn	h iˀ n	138	h iˀ n	c c c	0/n 0/n 0/n 0/n 0/n 0/n
623	Icelandic	that	85	sauː	s auː	139	s auː	c c	0/n 0/n 0/n 0/n 0/n
#
781	German	thin	107	dʏn	d ʏ n	178	d ʏ n - -	c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
782	English	thin	107	θɪn	θ ɪ n	178	θ ɪ n - -	c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
783	Danish	thin	107	tønˀ	t ø nˀ	178	t ø nˀ - -	c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
784	Swedish	thin	107	smal	s m a l	176	s m a l	c c c c	239-13/s 157-14/m 304-3/a 191-2/lˀ 0/n 0/n 0/n
785	Icelandic	thin	107	θʏnːʏr	θ ʏ nː ʏ r	178	θ ʏ nː ʏ r	c c c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
786	Dutch	thin	107	fɛɪn	f ɛɪ n	-177	f ɛɪ n	c c c	0/n 0/n 0/n 0/n 0/n 0/n
787	Norwegian	thin	107	tyn	t y n	178	t y n - -	c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
788	Danish	thin	107	smalˀ	s m a lˀ	176	s m a lˀ	c c c c	239-13/s 157-14/m 304-3/a 191-2/lˀ 0/n 0/n 0/n 0/n
789	Swedish	thin	107	tunː	t u nː	178	t u nː - -	c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
790	Dutch	thin	107	dʉn	d ʉ n	178	d ʉ n - -	c c c	119-3/t 128-1/ø 3-1/nˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
791	Norwegian	thin	107	smɑːl	s m ɑː l	176	s m ɑː l	c c c c	239-13/s 157-14/m 304-3/a 191-2/lˀ 0/n 0/n 0/n 0/n
#
624	German	this	86	diːzər	d iː z ə r	140	d iː z ə r	c c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n 0/n
625	English	this	86	ðɪs	ð ɪ s	140	ð ɪ s - -	c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n
626	Danish	this	86	dɛnə	d ɛ n ə	140	d ɛ n ə -	c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n
627	Swedish	this	86	dɛta	d ɛ t a	140	d ɛ t a -	c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n
628	Icelandic	this	86	θɛsːɪ	θ ɛ sː ɪ	140	θ ɛ sː ɪ -	c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n 0/n
629	Dutch	this	86	deːzə	d eː z ə	140	d eː z ə -	c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n 0/n
630	Norwegian	this	86	detə	d e t ə	140	d e t ə -	c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n
631	Danish	this	86	dɛnə	d ɛ n ə	140	d ɛ n ə -	c c c c	286-3/d 35-2/ɛ 134-1/n 236-1/ə 112-1/- 0/n 0/n 0/n 0/n
#
632	German	thou	87	duː	d uː	142	d uː	c c	286-3/d 181-1/uˀ 0/n 0/n
633	English	thou	87	juː	j uː	141	j uː	c c	221-2/- 194-1/Ø 0/n 0/n
634	Danish	thou	87	duˀ	d uˀ	142	d uˀ	c c	286-3/d 181-1/uˀ 0/n 0/n
635	Swedish	thou	87	dʉ	d ʉ	142	d ʉ	c c	286-3/d 181-1/uˀ 0/n
636	Icelandic	thou	87	θuː	θ uː	142	θ uː	c c	286-3/d 181-1/uˀ 0/n 0/n
637	Dutch	thou	87	jɛɪ	j ɛɪ	141	j ɛɪ	c c	221-2/- 194-1/Ø 0/n 0/n
638	Norwegian	thou	87	dʉː	d ʉː	142	d ʉː	c c	286-3/d 181-1/uˀ 0/n 0/n
#
639	German	tongue	88	t͡sʊŋə	t͡s ʊ ŋ ə	143	t͡s ʊ ŋ - ə	c c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n 0/n
640	English	tongue	88	tʌŋ	t ʌ ŋ	143	t ʌ ŋ - -	c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n
641	Danish	tongue	88	tɔŋə	t ɔ ŋ ə	143	t ɔ ŋ - ə	c c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n
642	Swedish	tongue	88	tuŋːa	t u ŋː a	143	t u ŋː - a	c c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n
643	Icelandic	tongue	88	tʰuŋka	tʰ u ŋ k a	143	tʰ u ŋ k a	c c c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n
644	Dutch	tongue	88	tɔŋ	t ɔ ŋ	143	t ɔ ŋ - -	c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n
645	Norwegian	tongue	88	tuŋə	t u ŋ ə	143	t u ŋ - ə	c c c c	198-4/t 60-2/ɔ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n
#
646	German	tooth	89	t͡saːn	t͡s aː n	144	t͡s aː n -	c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n 0/n 0/n 0/n
647	English	tooth	89	tuːθ	t uː θ	144	t uː - θ	c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n 0/n
648	Danish	tooth	89	tanˀ	t a nˀ	144	t a nˀ -	c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n 0/n
649	Swedish	tooth	89	tanːd	t a nː d	144	t a nː d	c c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n 0/n
650	Icelandic	tooth	89	tʰœnː	tʰ œ nː	144	tʰ œ nː -	c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n 0/n 0/n
651	Dutch	tooth	89	tɑnt	t ɑ n t	144	t ɑ n t	c c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n
652	Norwegian	tooth	89	tɑn	t ɑ n	144	t ɑ n -	c c c	198-4/t 109-1/a 197-3/nˀ 188-1/- 0/n 0/n 0/n
#
653	German	tree	90	baum	b au m	147	b au m	c c c	162-8/b 202-2/ʌ 157-14/m 0/n 0/n 0/n
654	English	tree	90	triː	t r iː	146	t r - iː -	c c c	198-4/t 95-23/ʁ 143-6/- 77-2/ɛˀ 219-1/- 0/n 0/n 0/n 0/n 0/n
655	Danish	tree	90	tʁɛˀ	t ʁ ɛˀ	146	t ʁ - ɛˀ -	c c c	198-4/t 95-23/ʁ 143-6/- 77-2/ɛˀ 219-1/- 0/n 0/n 0/n 0/n 0/n
656	Swedish	tree	90	trɛːd	t r ɛː d	146	t r - ɛː d	c c c c	198-4/t 95-23/ʁ 143-6/- 77-2/ɛˀ 219-1/- 0/n 0/n 0/n 0/n 0/n
657	Icelandic	tree	90	tʰrjɛː	tʰ r j ɛː	146	tʰ r j ɛː -	c c c c	198-4/t 95-23/ʁ 143-6/- 77-2/ɛˀ 219-1/- 0/n 0/n 0/n 0/n 0/n 0/n
658	Dutch	tree	90	boːm	b oː m	147	b oː m	c c c	162-8/b 202-2/ʌ 157-14/m 0/n 0/n 0/n
659	Norwegian	tree	90	tɾeː	t ɾ eː	146	t ɾ - eː -	c c c	198-4/t 95-23/ʁ 143-6/- 77-2/ɛˀ 219-1/- 0/n 0/n 0/n 0/n 0/n
660	Icelandic	tree	90	vɪːðʏr	v ɪː ð ʏ r	145	v ɪː ð ʏ r	c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
#
661	German	two	91	t͡svai	t͡s v ai	148	t͡s v ai -	c c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
662	English	two	91	tuː	t uː	148	t - uː -	c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n
663	Danish	two	91	toˀ	t oˀ	148	t - oˀ -	c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n
664	Swedish	two	91	tvoː	t v oː	148	t v oː -	c c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n
665	Icelandic	two	91	tʰveir	tʰ v ei r	148	tʰ v ei r	c c c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n 0/n
666	Dutch	two	91	tʋeː	t ʋ eː	148	t ʋ eː -	c c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n
667	Norwegian	two	91	tuː	t uː	148	t - uː -	c c	198-4/t 281-2/- 208-1/oˀ 299-22/- 0/n 0/n 0/n 0/n
#
668	German	walk (V)	92	ɡeːən	ɡ eːə n	150	ɡ eːə n	c c c	36-4/g 102-1/ɔˀ 213-2/- 0/n 0/n 0/n 0/n
669	English	walk (V)	92	ɡəʊ	ɡ əʊ	150	ɡ əʊ -	c c	36-4/g 102-1/ɔˀ 213-2/- 0/n 0/n 0/n
670	Danish	walk (V)	92	gɔˀ	g ɔˀ	150	g ɔˀ -	c c	36-4/g 102-1/ɔˀ 213-2/- 0/n 0/n 0/n
671	Swedish	walk (V)	92	goː	g oː	150	g oː -	c c	36-4/g 102-1/ɔˀ 213-2/- 0/n 0/n 0/n
672	Icelandic	walk (V)	92	faːra	f aː r a	149	f aː r a	c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
673	Dutch	walk (V)	92	xaːn	x aː n	150	x aː n	c c c	36-4/g 102-1/ɔˀ 213-2/- 0/n 0/n 0/n
674	Norwegian	walk (V)	92	goː	g oː	150	g oː -	c c	36-4/g 102-1/ɔˀ 213-2/- 0/n 0/n 0/n
#
675	German	warm	93	varm	v a r m	152	v a r m	c c c c	94-9/v 233-1/ɑˀ 297-3/- 157-14/m 0/n 0/n 0/n
676	English	warm	93	ʋɔːrm	ʋ ɔː r m	152	ʋ ɔː r m	c c c c	94-9/v 233-1/ɑˀ 297-3/- 157-14/m 0/n 0/n 0/n 0/n
677	Danish	warm	93	vɑˀm	v ɑˀ m	152	v ɑˀ - m	c c c	94-9/v 233-1/ɑˀ 297-3/- 157-14/m 0/n 0/n 0/n 0/n
678	Swedish	warm	93	varːm	v a rː m	152	v a rː m	c c c c	94-9/v 233-1/ɑˀ 297-3/- 157-14/m 0/n 0/n 0/n 0/n
679	Icelandic	warm	93	l̥iːr	l̥ iː r	151	l̥ iː r	c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
680	Dutch	warm	93	ʋɑrm	ʋ ɑ r m	152	ʋ ɑ r m	c c c c	94-9/v 233-1/ɑˀ 297-3/- 157-14/m 0/n 0/n 0/n
681	Norwegian	warm	93	ʋɑɾm	ʋ ɑ ɾ m	152	ʋ ɑ ɾ m	c c c c	94-9/v 233-1/ɑˀ 297-3/- 157-14/m 0/n 0/n 0/n
#
682	German	water	94	vasər	v a s ə r	153	v a s ə r	c c c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n
683	English	water	94	ʋɔːtər	ʋ ɔː t ə r	153	ʋ ɔː t ə r	c c c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n 0/n
684	Danish	water	94	vanˀ	v a nˀ	153	v a - - nˀ	c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n 0/n
685	Swedish	water	94	vatːen	v a tː e n	153	v a tː e n	c c c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n 0/n
686	Icelandic	water	94	vaʰtn̥	v aʰ t n̥	153	v aʰ t - n̥	c c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n 0/n 0/n
687	Dutch	water	94	ʋaːtər	ʋ aː t ə r	153	ʋ aː t ə r	c c c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n 0/n
688	Norwegian	water	94	ʋɑn	ʋ ɑ n	153	ʋ ɑ - - n	c c c	94-9/v 50-1/a 240-1/- 27-2/- 101-1/nˀ 0/n 0/n 0/n 0/n
#
689	German	we	95	viːr	v iː r	154	v iː r	c c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
690	English	we	95	ʋiː	ʋ iː	154	ʋ iː -	c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
691	Danish	we	95	viˀ	v iˀ	154	v iˀ -	c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
692	Swedish	we	95	viː	v iː	154	v iː -	c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
693	Icelandic	we	95	vɪːð	v ɪː ð	154	v ɪː ð	c c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
694	Dutch	we	95	ʋɛɪ	ʋ ɛɪ	154	ʋ ɛɪ -	c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
695	Norwegian	we	95	ʋiː	ʋ iː	154	ʋ iː -	c c	94-9/v 10-1/iˀ 124-1/- 0/n 0/n 0/n
#
696	German	what	96	vas	v a s	155	v a s	c c c	56-2/v 75-1/a 280-1/- 0/n 0/n
697	English	what	96	ʋɔt	ʋ ɔ t	155	ʋ ɔ t	c c c	56-2/v 75-1/a 280-1/- 0/n 0/n
698	Danish	what	96	va	v a	155	v a -	c c	56-2/v 75-1/a 280-1/- 0/n 0/n
699	Swedish	what	96	vɑd	v ɑ d	155	v ɑ d	c c c	56-2/v 75-1/a 280-1/- 0/n 0/n
700	Icelandic	what	96	xʷaːð	xʷ aː ð	155	xʷ aː ð	c c c	56-2/v 75-1/a 280-1/- 0/n 0/n 0/n 0/n
701	Dutch	what	96	ʋɑt	ʋ ɑ t	155	ʋ ɑ t	c c c	56-2/v 75-1/a 280-1/- 0/n 0/n
702	Norwegian	what	96	ʋɑː	ʋ ɑː	155	ʋ ɑː -	c c	56-2/v 75-1/a 280-1/- 0/n 0/n 0/n
#
703	German	white	97	vais	v ai s	156	v ai s - -	c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
704	English	white	97	ʋaɪt	ʋ aɪ t	156	ʋ aɪ t - -	c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
705	Danish	white	97	viðˀ	v i ðˀ	156	v i ðˀ - -	c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
706	Swedish	white	97	viːt	v iː t	156	v iː t - -	c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
707	Icelandic	white	97	xʷiːtʏr	xʷ iː t ʏ r	156	xʷ iː t ʏ r	c c c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
708	Dutch	white	97	ʋɪt	ʋ ɪ t	156	ʋ ɪ t - -	c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
709	Norwegian	white	97	ʋiːt	ʋ iː t	156	ʋ iː t - -	c c c	56-2/v 195-1/i 207-1/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
#
710	German	who	98	veːr	v eː r	157	v eː r	c c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n 0/n
711	English	who	98	huː	h uː	157	h uː -	c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n 0/n
712	Danish	who	98	vɛmˀ	v ɛ mˀ	157	v ɛ mˀ	c c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n 0/n
713	Swedish	who	98	vem	v e m	157	v e m	c c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n
714	Icelandic	who	98	xʷɛːr	xʷ ɛː r	157	xʷ ɛː r	c c c	105-1/v 292-1/ɛ 245-1/mˀ 0/n 0/n 0/n 0/n
